Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
ARH1_2016,20160628,15.01,20.38,100.97,67.19,2.57,0.59,27.0,145.37,35.69,23.01,24.37,0.61,28.37,0.6,27.18,1.34
ARH1_2016,20160629,14.28,19.56,100.89,64.31,2.59,0.56,29.34,156.0,35.1,22.55,23.88,0.6,28.2,0.6,33.69,0.31
ARH1_2016,20160630,12.27,17.17,100.86,56.06,1.34,0.55,29.56,157.7,35.69,19.7,22.75,0.59,28.33,0.59,35.13,0.29
ARH1_2016,20160701,14.34,19.73,100.87,59.94,1.66,0.55,24.04,131.48,35.09,22.14,24.31,0.59,28.89,0.59,19.84,0.07
ARH1_2016,20160702,15.26,20.67,100.93,60.62,1.33,0.53,25.66,138.61,36.87,23.8,25.48,0.59,30.29,0.59,21.45,0.0
ARH1_2016,20160703,14.71,20.14,100.7,55.44,3.03,0.52,24.44,133.21,36.95,23.79,25.41,0.58,30.69,0.58,16.03,0.21
ARH1_2016,20160704,17.52,22.86,100.6,69.56,3.92,0.56,21.0,117.93,36.84,25.76,26.37,0.58,29.89,0.58,11.48,11.42
ARH1_2016,20160705,18.13,23.5,100.75,76.38,3.05,0.62,17.84,100.95,32.5,25.85,25.93,0.6,28.36,0.59,9.16,5.98
ARH1_2016,20160706,17.27,22.77,100.74,70.25,3.64,0.57,23.89,131.24,34.11,23.99,26.02,0.6,29.27,0.59,18.25,0.89
ARH1_2016,20160707,17.33,22.76,100.72,66.06,3.57,0.55,27.27,147.98,36.19,25.44,26.66,0.59,30.57,0.59,29.05,0.0
ARH1_2016,20160708,17.15,22.55,100.83,63.12,2.61,0.55,26.83,146.95,36.91,26.44,26.92,0.59,31.28,0.59,25.63,0.29
ARH1_2016,20160709,16.97,22.46,100.94,70.06,1.01,0.59,19.77,110.13,33.64,24.72,25.69,0.59,28.93,0.59,10.76,7.48
ARH1_2016,20160710,16.97,22.49,100.91,81.56,0.77,0.65,20.4,113.49,28.86,22.6,24.26,0.61,26.04,0.6,12.9,10.94
ARH1_2016,20160711,15.5,20.99,100.85,70.88,2.43,0.59,23.5,128.48,34.04,20.81,24.23,0.61,27.48,0.6,19.18,2.78
ARH1_2016,20160712,15.87,21.37,100.9,67.56,2.86,0.57,27.21,146.35,34.69,23.9,25.06,0.61,28.75,0.6,26.07,0.47
ARH1_2016,20160713,15.93,21.41,100.99,64.06,3.01,0.55,27.71,150.74,36.28,24.07,25.63,0.6,29.86,0.59,29.69,0.0
ARH1_2016,20160714,18.37,23.81,100.92,76.31,1.86,0.62,19.72,111.51,31.08,25.6,26.16,0.6,28.52,0.6,12.41,8.35
ARH1_2016,20160715,16.17,21.67,100.88,68.38,1.09,0.58,26.49,143.2,35.41,22.65,25.3,0.61,28.93,0.6,26.08,2.98
ARH1_2016,20160716,16.17,21.73,101.0,68.56,0.55,0.58,26.3,143.69,35.08,23.65,25.32,0.61,28.9,0.6,24.98,1.04
ARH1_2016,20160717,15.69,21.23,101.2,60.69,0.98,0.56,27.12,146.76,36.93,23.98,25.86,0.6,30.48,0.59,28.23,1.04
ARH1_2016,20160718,16.85,22.46,101.43,64.38,1.0,0.55,26.71,146.78,36.62,24.61,26.6,0.59,30.73,0.59,28.15,0.1
ARH1_2016,20160719,17.58,23.13,101.44,65.69,0.75,0.57,22.93,126.13,35.42,26.35,27.01,0.59,30.89,0.59,18.22,2.71
ARH1_2016,20160720,16.91,22.44,101.35,62.25,0.7,0.56,25.5,139.75,37.19,26.25,26.87,0.59,31.3,0.59,23.71,1.77
ARH1_2016,20160721,16.97,22.46,101.18,60.56,0.54,0.55,26.91,146.55,38.02,25.33,27.24,0.59,32.02,0.59,28.55,0.19
ARH1_2016,20160722,16.54,21.96,100.91,55.44,0.74,0.53,26.36,142.82,40.04,27.82,27.62,0.58,33.28,0.58,26.74,0.32
ARH1_2016,20160723,17.7,23.12,100.74,65.75,0.91,0.62,18.97,105.3,36.6,26.41,27.01,0.59,30.9,0.59,10.92,15.85
ARH1_2016,20160724,17.7,23.12,100.74,69.31,1.05,0.6,15.47,88.49,35.19,24.52,26.51,0.6,29.9,0.59,7.2,5.71
ARH1_2016,20160725,16.6,22.05,100.79,62.94,1.13,0.56,26.32,144.0,37.44,25.07,26.47,0.6,30.89,0.59,29.13,0.52
ARH1_2016,20160726,15.69,21.1,100.72,59.06,1.3,0.55,26.41,143.98,37.5,24.98,26.09,0.59,31.08,0.59,30.02,1.03
ARH1_2016,20160727,18.43,23.79,100.63,82.25,1.41,0.67,14.42,83.66,31.24,24.36,25.51,0.61,27.23,0.6,8.46,25.99
ARH1_2016,20160728,18.49,23.89,100.67,87.88,2.19,0.68,15.67,89.36,29.11,23.87,25.02,0.65,26.15,0.63,6.52,11.18
ARH1_2016,20160729,17.76,23.24,100.74,77.5,1.95,0.66,20.74,114.22,33.11,23.42,25.59,0.65,27.94,0.64,14.75,9.05
ARH1_2016,20160730,17.7,23.16,100.8,78.12,1.28,0.66,25.41,139.11,31.93,23.29,25.39,0.66,27.62,0.64,24.45,6.65
ARH1_2016,20160731,17.21,22.76,100.94,77.31,0.91,0.66,17.78,100.24,31.61,23.17,25.04,0.66,27.31,0.65,12.81,4.09
ARH1_2016,20160801,17.94,23.44,100.99,73.69,1.66,0.62,25.57,138.93,34.83,23.92,26.32,0.65,29.19,0.64,27.03,0.09
ARH1_2016,20160802,17.33,22.78,100.99,65.38,1.3,0.61,26.45,143.04,36.51,24.99,26.83,0.64,30.87,0.63,29.29,0.05
ARH1_2016,20160803,16.6,22.08,100.82,61.31,0.76,0.59,25.93,141.45,37.08,25.01,26.65,0.63,31.22,0.62,28.13,0.08
ARH1_2016,20160804,17.7,23.09,100.68,65.0,1.02,0.59,26.11,141.86,36.69,24.6,27.08,0.62,31.05,0.62,28.61,0.04
ARH1_2016,20160805,18.37,23.73,100.66,68.62,1.2,0.6,21.79,119.91,35.79,25.87,27.2,0.62,30.68,0.62,19.53,2.91
ARH1_2016,20160806,18.43,23.81,100.65,75.44,1.27,0.61,18.51,103.26,34.65,24.84,26.43,0.62,29.05,0.62,11.54,5.74
ARH1_2016,20160807,17.33,22.77,100.64,78.81,1.76,0.61,19.32,108.12,31.23,23.52,24.9,0.62,27.04,0.62,12.79,3.13
ARH1_2016,20160808,15.01,20.44,100.57,66.94,1.68,0.59,23.16,125.34,33.73,21.94,24.08,0.62,27.73,0.62,20.05,0.64
ARH1_2016,20160809,16.66,22.14,100.65,67.19,1.32,0.58,23.95,129.91,35.94,23.42,25.86,0.62,29.57,0.61,21.85,0.09
ARH1_2016,20160810,18.37,23.8,100.81,71.44,1.5,0.57,22.06,121.49,35.4,25.08,26.94,0.61,30.07,0.6,17.58,0.21
ARH1_2016,20160811,18.62,23.99,100.66,73.19,1.63,0.57,22.89,127.01,34.94,25.37,26.9,0.6,29.82,0.6,23.14,1.13
ARH1_2016,20160812,18.98,24.25,100.34,77.06,1.73,0.57,17.22,97.73,33.06,25.58,26.62,0.6,29.0,0.6,12.16,1.29
ARH1_2016,20160813,16.48,21.93,100.43,75.06,2.76,0.57,14.04,80.55,32.55,23.86,24.52,0.6,27.12,0.59,7.15,1.8
ARH1_2016,20160814,16.05,21.59,100.79,80.12,3.61,0.61,13.44,77.77,29.86,22.73,23.54,0.6,25.49,0.6,4.95,7.1
ARH1_2016,20160815,16.85,22.38,100.99,76.81,2.75,0.59,16.8,95.23,32.57,23.18,24.82,0.61,27.26,0.6,9.16,2.56
ARH1_2016,20160816,18.07,23.58,101.27,91.25,1.14,0.73,9.58,56.88,27.31,23.55,24.37,0.64,25.15,0.62,3.88,29.23
ARH1_2016,20160817,17.27,22.89,101.36,85.25,1.12,0.65,10.85,63.53,28.8,23.14,24.28,0.66,25.68,0.64,4.06,2.32
ARH1_2016,20160818,16.54,22.13,101.21,81.88,0.7,0.65,13.4,77.16,29.28,23.09,23.88,0.66,25.64,0.64,4.85,3.72
ARH1_2016,20160819,17.58,23.05,100.77,81.94,2.02,0.63,15.88,89.52,31.08,23.07,24.87,0.65,26.67,0.64,7.09,2.72
ARH1_2016,20160820,18.49,23.83,100.47,88.31,2.33,0.66,13.39,76.89,29.62,23.87,24.91,0.66,26.0,0.64,5.04,8.71
ARH1_2016,20160821,15.32,20.82,100.84,77.75,1.95,0.64,18.27,101.29,29.95,22.0,23.05,0.66,25.3,0.65,9.88,1.19
ARH1_2016,20160822,14.77,20.25,101.31,75.25,1.24,0.65,15.1,84.78,30.13,20.67,22.73,0.65,25.22,0.64,10.48,4.28
ARH1_2016,20160823,17.7,23.26,101.42,81.19,1.45,0.63,20.9,114.74,32.26,23.2,25.16,0.65,27.07,0.64,16.3,0.65
ARH1_2016,20160824,18.07,23.62,101.31,77.19,1.52,0.62,24.32,132.51,33.37,23.57,26.01,0.65,28.41,0.64,28.35,0.0
ARH1_2016,20160825,18.49,23.91,101.14,74.12,0.73,0.61,22.15,121.8,34.24,25.06,26.69,0.64,29.47,0.63,23.42,0.0
ARH1_2016,20160826,18.8,24.21,101.04,80.19,0.94,0.63,14.58,81.58,32.67,25.29,26.26,0.64,28.3,0.63,10.36,5.14
ARH1_2016,20160827,16.3,21.78,100.97,70.38,1.27,0.6,22.52,122.01,34.51,23.08,25.22,0.64,28.66,0.63,24.09,0.24
ARH1_2016,20160828,15.99,21.48,101.04,66.31,1.75,0.59,23.34,125.34,36.37,23.04,25.49,0.62,29.49,0.62,25.53,0.33
ARH1_2016,20160829,17.27,22.77,101.05,71.88,1.59,0.59,20.73,112.8,33.69,24.42,25.8,0.62,28.82,0.62,19.08,1.01
ARH1_2016,20160830,16.6,22.02,100.9,68.94,1.65,0.59,22.97,124.17,35.05,24.75,25.62,0.62,29.23,0.62,27.35,0.03
ARH1_2016,20160831,16.72,22.14,100.72,70.0,1.56,0.58,23.42,126.41,35.19,24.18,25.59,0.62,29.05,0.61,28.69,0.02
ARH1_2016,20160901,15.75,21.13,100.69,71.38,3.25,0.57,22.28,120.34,32.42,23.05,24.19,0.61,27.23,0.6,23.58,0.0
ARH1_2016,20160902,11.11,15.64,100.85,61.62,3.52,0.56,24.71,126.96,30.66,19.38,20.0,0.6,24.36,0.6,30.57,0.0
ARH1_2016,20160903,11.17,15.67,100.94,63.31,1.7,0.56,25.34,129.79,32.46,17.51,20.16,0.6,24.65,0.59,33.45,0.0
ARH1_2016,20160904,15.14,20.63,100.99,68.06,1.35,0.55,20.11,108.73,35.74,20.07,24.35,0.59,28.08,0.59,19.33,0.1
ARH1_2016,20160905,17.15,22.7,101.22,70.5,2.18,0.55,18.98,104.95,34.73,24.56,25.9,0.59,29.09,0.59,17.62,0.08
ARH1_2016,20160906,15.62,21.09,101.35,65.44,1.52,0.55,21.54,117.82,35.5,23.89,25.17,0.59,29.25,0.59,25.04,0.0
ARH1_2016,20160907,15.81,21.4,101.27,65.94,1.7,0.55,21.17,115.82,36.06,23.17,25.35,0.58,29.3,0.58,23.83,0.0
ARH1_2016,20160908,17.21,22.74,100.94,72.44,2.15,0.57,18.1,100.14,34.07,24.11,25.67,0.58,28.6,0.58,17.52,3.91
ARH1_2016,20160909,16.91,22.4,100.84,72.25,2.34,0.55,17.49,97.23,34.12,23.44,25.39,0.58,28.38,0.58,14.62,0.36
ARH1_2016,20160910,15.2,20.58,101.03,71.69,2.62,0.56,18.48,101.16,32.9,21.19,23.46,0.58,26.34,0.58,16.93,1.92
ARH1_2016,20160911,9.22,12.69,101.29,56.19,2.12,0.54,23.35,122.07,32.04,17.23,18.2,0.58,23.7,0.57,30.99,0.0
ARH1_2016,20160912,11.9,16.55,101.0,58.75,1.14,0.53,22.15,118.55,34.64,17.05,21.3,0.57,26.06,0.57,27.24,0.0
ARH1_2016,20160913,14.71,20.16,101.08,63.56,1.02,0.52,19.82,108.12,34.98,22.68,24.37,0.56,28.59,0.56,22.1,0.09
ARH1_2016,20160914,14.4,19.82,101.12,61.0,1.14,0.51,20.03,108.38,36.13,23.06,24.49,0.56,29.15,0.56,21.69,0.0
ARH1_2016,20160915,14.4,19.73,100.96,58.88,1.15,0.49,19.89,107.6,37.15,23.4,24.83,0.56,29.92,0.56,22.06,0.5
ARH1_2016,20160916,14.59,20.01,100.84,59.5,2.03,0.49,19.73,107.37,35.21,24.08,24.78,0.55,29.55,0.56,20.56,2.25
ARH1_2016,20160917,16.66,22.16,100.83,72.88,1.27,0.53,16.9,92.85,34.07,23.82,25.09,0.56,28.03,0.56,15.78,3.89
ARH1_2016,20160918,15.75,21.26,100.79,75.56,1.06,0.59,9.85,55.97,31.82,22.35,23.86,0.57,26.45,0.57,4.54,9.61
ARH1_2016,20160919,13.61,18.94,100.98,68.0,1.59,0.55,21.8,114.41,34.06,20.18,22.63,0.58,26.33,0.57,28.5,0.07
ARH1_2016,20160920,12.02,16.96,101.13,59.62,1.7,0.53,22.63,118.24,35.61,19.55,21.87,0.57,26.79,0.57,33.28,0.0
ARH1_2016,20160921,11.9,16.74,101.02,60.94,1.41,0.52,21.8,113.41,34.12,20.08,21.41,0.56,26.09,0.56,27.24,0.0
ARH1_2016,20160922,12.63,17.7,100.89,56.12,0.8,0.5,19.46,103.46,36.15,20.28,23.06,0.56,28.41,0.56,23.75,0.0
ARH1_2016,20160923,12.57,17.69,100.94,51.06,0.7,0.48,19.77,105.13,36.11,23.4,23.67,0.55,29.65,0.55,25.67,0.0
ARH1_2016,20160924,13.0,18.17,100.99,51.12,0.55,0.46,18.24,97.29,36.88,24.38,24.24,0.55,30.31,0.55,22.53,0.18
ARH1_2016,20160925,13.12,18.3,100.92,53.06,1.0,0.45,18.03,95.7,37.34,24.23,24.15,0.55,29.99,0.55,21.42,0.6
ARH1_2016,20160926,10.99,15.26,101.11,62.0,3.44,0.45,12.16,67.23,26.87,18.79,19.28,0.55,23.3,0.55,6.83,0.66
ARH1_2016,20160927,6.71,7.92,100.88,46.12,1.98,0.44,22.11,113.3,29.44,15.65,14.76,0.55,21.62,0.55,34.05,0.0
ARH1_2016,20160928,6.96,8.51,100.71,45.62,3.01,0.42,21.79,112.52,33.65,12.85,15.59,0.55,22.66,0.55,34.62,0.0
ARH1_2016,20160929,7.32,9.44,101.34,55.69,2.88,0.41,20.87,106.2,26.82,12.72,14.4,0.55,19.38,0.55,29.36,0.0
ARH1_2016,20160930,8.24,11.18,101.19,60.81,1.81,0.41,15.26,80.54,27.01,14.4,15.61,0.55,20.04,0.55,16.12,0.0
ARH1_2016,20161001,8.91,12.4,101.08,57.94,1.09,0.4,16.1,85.87,28.26,15.58,17.11,0.55,21.82,0.55,14.76,0.0
ARH1_2016,20161002,8.24,11.23,101.07,51.31,1.04,0.38,19.42,101.2,30.37,16.42,17.01,0.54,22.79,0.55,26.58,0.0
ARH1_2016,20161003,8.61,11.82,100.82,54.62,1.56,0.38,19.82,101.31,31.58,14.98,17.37,0.54,22.92,0.55,28.08,0.0
ARH1_2016,20161004,8.85,12.17,100.59,50.5,2.03,0.36,19.18,100.62,33.08,16.55,18.37,0.54,24.57,0.54,24.63,0.0
ARH1_2016,20161005,11.72,16.5,100.87,56.25,2.22,0.35,17.8,95.68,33.69,20.65,21.55,0.54,26.59,0.54,22.66,0.2
ARH1_2016,20161006,8.36,11.39,100.99,44.69,1.91,0.34,20.29,104.8,33.46,18.79,18.34,0.54,25.29,0.54,32.72,0.0
ARH1_2016,20161007,8.67,11.94,101.01,47.19,3.04,0.34,19.48,102.9,34.15,17.72,18.5,0.54,25.06,0.54,30.93,0.0
ARH1_2016,20161008,4.21,0.99,101.53,34.44,4.38,0.33,21.2,105.24,26.67,13.36,9.89,0.54,18.78,0.54,36.42,0.0
ARH1_2016,20161009,4.82,3.44,101.8,40.88,3.03,0.32,20.52,103.66,28.83,10.31,11.19,0.53,18.95,0.54,34.87,0.0
ARH1_2016,20161010,5.43,5.03,101.69,38.81,1.88,0.31,16.09,82.49,28.33,15.61,12.81,0.53,20.59,0.54,14.87,0.0
ARH1_2016,20161011,7.2,8.88,101.45,44.44,2.23,0.3,18.97,98.76,31.32,14.26,15.48,0.53,22.08,0.54,30.11,0.0
ARH1_2016,20161012,8.24,11.0,101.28,49.12,2.18,0.3,15.55,83.79,30.46,15.55,16.8,0.53,22.59,0.54,18.91,0.83
ARH1_2016,20161013,9.58,13.31,101.39,65.19,2.3,0.38,9.95,54.85,24.46,17.42,16.82,0.54,20.33,0.54,5.23,4.85
ARH1_2016,20161014,11.47,16.32,101.4,88.81,1.2,0.59,2.3,14.15,21.26,16.27,17.26,0.57,18.21,0.56,1.14,20.83
ARH1_2016,20161015,10.93,15.5,101.24,72.06,1.88,0.56,17.43,91.82,29.76,15.26,18.57,0.58,21.65,0.58,25.22,0.12
ARH1_2016,20161016,11.66,16.45,100.96,66.31,2.57,0.55,17.19,90.91,31.12,18.08,20.0,0.58,23.55,0.57,25.25,0.0
ARH1_2016,20161017,11.6,16.39,100.53,63.0,3.66,0.55,17.81,93.29,32.08,18.19,20.43,0.57,24.48,0.57,29.0,0.0
ARH1_2016,20161018,13.24,18.47,100.58,68.5,2.97,0.54,15.89,83.89,32.2,19.89,21.81,0.57,25.15,0.56,22.72,0.0
ARH1_2016,20161019,13.18,18.41,100.83,68.12,1.84,0.54,14.81,78.23,32.58,19.75,21.91,0.56,25.41,0.56,17.91,0.02
ARH1_2016,20161020,11.23,15.64,101.01,76.0,3.09,0.57,6.95,38.92,25.54,13.67,17.84,0.56,20.05,0.56,3.28,3.87
ARH1_2016,20161021,5.37,4.65,101.48,59.19,2.95,0.55,18.5,92.11,21.05,9.31,9.36,0.57,14.06,0.56,32.42,0.0
ARH1_2016,20161022,4.94,3.73,101.48,50.75,0.98,0.55,18.12,91.61,23.35,7.4,9.37,0.56,15.01,0.56,32.79,0.0
ARH1_2016,20161023,5.74,5.84,101.58,51.94,1.92,0.54,16.91,85.87,26.17,8.9,11.4,0.56,16.95,0.56,24.25,0.0
ARH1_2016,20161024,7.87,10.55,101.71,60.88,1.13,0.54,14.52,76.27,25.9,12.99,14.6,0.56,18.65,0.56,14.28,0.0
ARH1_2016,20161025,7.87,10.53,101.59,60.0,1.15,0.53,16.34,84.52,28.65,11.5,14.97,0.56,19.4,0.56,24.88,0.0
ARH1_2016,20161026,7.93,10.62,101.4,57.69,1.59,0.52,15.35,79.08,28.44,14.04,15.4,0.55,20.17,0.55,18.79,0.02
ARH1_2016,20161027,9.46,13.26,101.57,60.38,1.2,0.52,14.74,77.59,29.3,15.42,17.54,0.55,21.82,0.55,21.08,0.11
ARH1_2016,20161028,9.58,13.58,101.55,61.5,1.11,0.51,16.08,83.09,30.3,15.38,17.98,0.55,22.39,0.55,27.09,0.0
ARH1_2016,20161029,8.67,12.05,101.37,56.31,1.92,0.5,16.23,84.05,30.8,15.43,17.03,0.55,22.01,0.55,28.97,0.0
ARH1_2016,20161030,9.89,13.9,101.28,60.06,1.8,0.49,15.43,80.22,31.09,15.86,18.26,0.55,22.63,0.55,26.16,0.0
ARH1_2016,20161031,10.38,14.64,101.05,62.0,1.78,0.48,15.51,81.11,31.99,16.63,18.94,0.55,23.26,0.55,26.71,0.0
ARH1_2016,20161101,8.36,11.4,101.15,53.0,2.35,0.47,15.86,81.7,30.21,15.26,16.82,0.55,22.25,0.55,29.15,0.0
ARH1_2016,20161102,9.58,13.57,101.55,59.88,2.04,0.45,8.7,46.64,28.71,17.74,17.94,0.55,22.31,0.55,6.53,0.0
ARH1_2016,20161103,11.54,16.37,101.52,68.31,1.63,0.45,10.6,56.35,29.87,17.32,19.71,0.54,23.05,0.55,10.66,0.75
ARH1_2016,20161104,7.14,8.48,101.84,55.62,3.52,0.45,15.97,80.05,25.6,12.87,13.7,0.54,18.93,0.55,30.1,0.46
ARH1_2016,20161105,5.62,5.65,101.89,58.12,1.85,0.44,11.89,60.12,19.88,8.89,9.98,0.54,14.3,0.54,6.28,0.0
ARH1_2016,20161106,6.41,7.41,101.67,54.44,1.78,0.43,12.29,63.1,26.44,10.47,12.4,0.54,17.39,0.54,13.76,0.0
ARH1_2016,20161107,5.8,5.74,101.66,51.69,1.34,0.42,9.16,48.73,23.83,9.5,11.12,0.54,16.49,0.54,4.38,1.72
ARH1_2016,20161108,9.46,13.39,101.62,78.94,1.52,0.5,4.7,26.28,21.94,14.44,15.33,0.55,17.28,0.55,2.25,1.63
ARH1_2016,20161109,6.04,5.78,101.76,61.06,3.05,0.48,14.65,73.05,20.94,8.49,10.29,0.55,14.8,0.55,26.98,0.0
ARH1_2016,20161110,4.7,3.14,101.82,56.19,1.23,0.47,15.71,76.2,20.87,5.25,7.91,0.54,12.69,0.55,31.92,0.0
ARH1_2016,20161111,5.49,5.23,101.48,53.88,2.13,0.45,12.32,62.55,23.93,9.26,10.16,0.54,15.09,0.54,17.04,0.0
ARH1_2016,20161112,4.46,2.19,101.84,53.88,3.31,0.44,14.96,73.66,19.38,5.97,7.08,0.54,11.98,0.54,29.65,0.0
ARH1_2016,20161113,3.6,-0.59,101.66,48.88,1.31,0.42,14.18,68.26,18.85,3.02,4.95,0.54,10.48,0.54,23.01,0.0
ARH1_2016,20161114,4.33,1.58,101.16,47.12,1.41,0.41,14.25,71.54,21.92,5.98,7.44,0.54,13.31,0.54,28.13,0.0
ARH1_2016,20161115,6.47,7.49,100.85,58.56,1.79,0.43,14.19,72.52,24.36,10.78,12.07,0.54,16.65,0.54,28.87,1.15
ARH1_2016,20161116,5.68,5.69,100.87,49.44,2.02,0.42,13.84,70.66,27.96,9.12,11.5,0.54,17.31,0.54,27.77,0.0
ARH1_2016,20161117,6.04,6.48,100.86,48.31,3.48,0.4,14.21,71.72,28.12,11.61,12.69,0.54,18.91,0.54,29.24,0.0
ARH1_2016,20161118,9.28,12.69,101.14,75.5,4.55,0.48,8.89,47.24,27.24,7.83,15.12,0.55,17.57,0.55,11.59,14.52
ARH1_2016,20161119,3.17,-2.37,102.37,53.81,2.98,0.56,14.84,71.95,13.84,3.05,2.45,0.56,7.28,0.56,32.43,0.0
ARH1_2016,20161120,2.75,-4.25,102.15,51.56,1.2,0.55,13.58,67.26,14.01,-0.62,1.04,0.56,6.32,0.56,27.38,0.0
ARH1_2016,20161121,2.99,-3.21,101.64,49.69,1.45,0.55,13.84,69.49,17.19,0.3,2.3,0.56,7.8,0.56,29.18,0.0
ARH1_2016,20161122,3.11,-2.64,101.3,40.62,2.91,0.54,10.44,54.09,18.85,3.16,4.16,0.56,10.98,0.55,12.87,0.0
ARH1_2016,20161123,7.63,9.62,101.03,76.62,3.64,0.62,4.73,25.41,20.46,8.91,11.8,0.58,13.98,0.57,3.12,12.26
ARH1_2016,20161124,5.8,6.16,101.68,78.44,1.21,0.56,4.52,24.16,16.77,5.59,8.19,0.58,10.2,0.58,2.47,0.0
ARH1_2016,20161125,5.43,5.33,102.09,81.38,1.72,0.55,7.36,37.88,16.01,4.63,7.05,0.58,8.76,0.57,6.89,0.0
ARH1_2016,20161126,4.15,1.52,102.17,72.88,1.46,0.55,13.77,66.12,14.36,1.15,4.15,0.58,6.76,0.57,29.49,0.0
ARH1_2016,20161127,3.72,-0.24,101.26,64.44,2.09,0.55,6.05,31.33,12.58,0.75,3.21,0.58,6.65,0.57,2.41,0.02
ARH1_2016,20161128,8.18,10.41,99.55,87.19,5.17,0.7,1.35,7.24,18.42,8.26,11.44,0.61,12.46,0.59,1.22,40.88
ARH1_2016,20161129,8.3,11.03,99.78,82.12,2.49,0.65,7.82,40.24,23.86,7.57,12.73,0.64,14.44,0.62,10.74,7.43
ARH1_2016,20161130,5.19,3.63,100.44,68.69,2.88,0.68,9.09,46.1,14.53,3.48,6.8,0.66,9.96,0.64,17.24,6.92
ARH1_2016,20161201,3.54,-0.92,101.27,60.31,1.56,0.64,13.31,64.77,15.51,0.23,3.23,0.66,7.39,0.64,29.42,0.0
ARH1_2016,20161202,4.03,0.87,101.71,60.81,1.04,0.63,12.2,60.8,17.02,2.89,4.76,0.65,8.64,0.64,21.27,0.0
ARH1_2016,20161203,4.88,3.71,101.68,84.38,2.71,0.73,2.2,11.99,8.6,4.02,4.94,0.66,6.19,0.66,1.64,22.21
ARH1_2016,20161204,5.37,4.97,100.96,89.81,2.18,0.7,3.21,18.11,9.16,4.01,5.75,0.69,6.53,0.67,1.73,1.17
ARH1_2016,20161205,5.62,5.5,100.53,94.94,2.1,0.76,2.34,13.3,8.78,3.21,5.86,0.7,6.23,0.68,1.47,18.62
ARH1_2016,20161206,5.37,4.86,100.56,85.31,2.56,0.75,5.05,26.99,12.48,3.36,6.11,0.72,7.37,0.7,4.41,2.02
ARH1_2016,20161207,4.03,0.87,101.52,75.38,2.18,0.73,6.51,34.03,10.19,1.45,3.08,0.72,5.3,0.7,4.18,0.0
ARH1_2016,20161208,2.5,-5.34,102.59,62.56,3.23,0.73,8.47,43.69,3.37,-3.76,-2.13,0.71,1.08,0.7,4.78,0.0
ARH1_2016,20161209,2.14,-7.2,103.0,70.56,2.12,0.72,12.94,62.58,3.9,-5.76,-4.64,0.71,-2.1,0.7,30.12,0.0
ARH1_2016,20161210,2.38,-5.7,102.57,66.06,1.57,0.72,12.38,60.78,7.47,-4.85,-2.62,0.71,0.46,0.7,27.29,0.0
ARH1_2016,20161211,4.94,2.43,101.16,70.0,5.15,0.73,3.23,17.72,13.73,-0.72,5.1,0.71,7.77,0.7,2.22,6.37
ARH1_2016,20161212,6.1,6.53,101.13,82.06,2.88,0.76,5.55,29.27,13.21,6.13,8.11,0.73,9.68,0.7,4.22,4.46
ARH1_2016,20161213,5.37,4.92,101.13,85.62,2.71,0.73,4.85,26.09,12.07,2.53,6.11,0.72,7.3,0.7,2.94,0.24
ARH1_2016,20161214,3.72,-0.11,101.7,80.56,3.09,0.73,6.8,34.27,8.68,-0.86,1.48,0.72,3.08,0.7,7.26,0.01
ARH1_2016,20161215,2.14,-7.34,102.31,66.38,2.88,0.73,11.91,58.53,3.44,-4.29,-4.26,0.72,-1.17,0.7,23.01,0.0
ARH1_2016,20161216,4.46,0.41,101.04,76.06,4.39,0.73,3.51,18.27,14.51,-4.38,2.48,0.72,4.54,0.7,2.44,0.27
ARH1_2016,20161217,12.57,16.99,100.0,89.5,6.74,0.77,3.82,20.66,25.16,3.96,17.94,0.72,18.88,0.7,2.56,20.1
ARH1_2016,20161218,1.83,-9.01,102.47,60.06,5.2,0.77,10.92,53.77,1.67,-7.34,-5.69,0.75,-2.37,0.73,16.36,3.35
ARH1_2016,20161219,1.46,-11.7,103.17,62.25,3.41,0.76,12.66,59.29,0.2,-9.73,-8.59,0.74,-5.47,0.72,27.4,0.01
ARH1_2016,20161220,2.69,-4.32,102.45,79.56,1.22,0.76,10.73,52.89,6.61,-6.38,-2.59,0.74,-0.85,0.72,17.93,0.0
ARH1_2016,20161221,4.21,1.26,101.66,80.44,1.84,0.76,7.83,39.88,12.11,-1.31,2.97,0.74,4.67,0.72,4.85,0.0
ARH1_2016,20161222,4.39,2.16,101.99,83.12,2.88,0.76,12.02,59.76,11.23,1.05,3.58,0.74,5.01,0.72,25.83,0.0
ARH1_2016,20161223,6.41,6.84,101.55,89.88,2.82,0.76,7.17,37.93,14.75,0.65,7.62,0.73,8.4,0.72,3.47,1.58
ARH1_2016,20161224,10.74,15.21,101.34,96.88,1.55,0.84,1.88,10.66,18.49,12.76,15.43,0.77,15.65,0.74,1.37,22.92
ARH1_2016,20161225,11.72,16.6,101.39,89.62,4.0,0.79,4.7,25.21,23.23,13.66,17.45,0.77,18.3,0.75,4.31,0.14
